0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.0,9.0,0.0,-1.0,-1.0,
-1.0,-1.0,-1.0,-1.0,0.0,10.0,20.0,1.0,1.0,0.0,-1.0,
-1.0,5.0,5.0,8.0,18.0,25.0,12.0,9.0,9.0,0.0,-1.0,
-1.0,1.0,13.0,13.0,20.0,18.0,13.0,13.0,9.0,0.0,-1.0,
-1.0,10.0,10.0,11.0,16.0,25.0,25.0,18.0,4.0,0.0,-1.0,
-1.0,9.0,9.0,9.0,10.0,20.0,20.0,1.0,1.0,0.0,-1.0,
-1.0,9.0,16.0,24.0,24.0,16.0,15.0,10.0,3.0,0.0,-1.0,
-1.0,-1.0,13.0,18.0,25.0,16.0,8.0,7.0,7.0,0.0,-1.0,
-1.0,-1.0,-1.0,-1.0,16.0,16.0,9.0,3.0,3.0,0.0,-1.0,
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,0.0,-1.0,-1.0,
