140
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
-1.0,-1.0,-1.0,0.0,7.802,7.802,7.802,0.0,-1.0,-1.0,-1.0,-1.0,
-1.0,0.0,0.0,7.802,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,
-1.0,10.0,10.0,10.0,10.0,10.0,17.802,7.802,7.802,0.0,-1.0,-1.0,
-1.0,7.802,17.802,17.802,17.802,17.802,7.802,7.802,0.0,0.0,-1.0,-1.0,
-1.0,7.802,7.802,7.802,7.802,17.802,17.802,17.802,7.802,7.802,-1.0,-1.0,
-1.0,10.0,10.0,10.0,10.0,17.802,17.802,0.0,0.0,0.0,-1.0,-1.0,
-1.0,10.0,10.0,17.802,7.802,7.802,7.802,7.802,7.802,7.802,-1.0,-1.0,
-1.0,-1.0,-1.0,-1.0,-1.0,7.802,17.802,17.802,0.0,0.0,-1.0,-1.0,
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,7.802,7.802,0.0,-1.0,-1.0,
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
