210
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.584,0.0,-1.0,-1.0,-1.0,
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,13.584,0.0,0.0,-1.0,-1.0,
-1.0,-1.0,-1.0,-1.0,10.0,20.0,3.584,3.584,0.0,0.0,-1.0,-1.0,
-1.0,-1.0,0.0,0.0,0.0,13.584,23.584,13.584,3.584,0.0,-1.0,-1.0,
-1.0,10.0,10.0,10.0,3.584,10.0,10.0,0.0,0.0,0.0,-1.0,-1.0,
-1.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0,-1.0,-1.0,
-1.0,0.0,10.0,10.0,10.0,13.584,13.584,10.0,0.0,0.0,-1.0,-1.0,
-1.0,0.0,0.0,0.0,0.0,3.584,13.584,13.584,13.584,0.0,-1.0,-1.0,
-1.0,3.584,3.584,3.584,13.584,23.584,23.584,20.0,20.0,10.0,-1.0,-1.0,
-1.0,-1.0,-1.0,0.0,0.0,13.584,3.584,3.584,0.0,-1.0,-1.0,-1.0,
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
